epid,country,first_name,last_name,birthdate,gender,eugroup,party
28165,Netherlands,Lambert van,NISTELROOIJ,05/03/1953,M,PPE,Christen Democratisch Appèl
96794,Poland,Sławomir,NITRAS,26/04/1973,M,PPE,Platforma Obywatelska
96981,Austria,Franz,OBERMAYR,25/05/1952,M,NA/NI,Freiheitliche Partei Österreichs
4328,Spain,Raimon,OBIOLS,05/08/1940,M,S&D,Partit dels Socialistes de Catalunya
97230,Estonia,Kristiina,OJULAND,17/12/1966,F,ALDE,Sõltumatu
1122,Netherlands,Ria,OOMEN-RUIJTEN,06/09/1950,F,PPE,Christen Democratisch Appèl
23819,Hungary,Csaba,ŐRY,12/05/1952,M,PPE,Fidesz-Magyar Polgári Szövetség-Keresztény Demokrata Néppárt
23705,Czech Republic,Miroslav,OUZKÝ,18/08/1958,M,ECR,Občanská demokratická strana
26829,Estonia,Siiri,OVIIR,03/11/1947,F,ALDE,Sõltumatu
1191,Germany,Doris,PACK,18/03/1942,F,PPE,Christlich Demokratische Union Deutschlands
97025,Estonia,Ivari,PADAR,12/03/1965,M,S&D,Sotsiaaldemokraatlik Erakond
96694,Lithuania,Rolandas,PAKSAS,10/06/1956,M,EFD,Partija Tvarka ir teisingumas
28279,Lithuania,Justas Vincas,PALECKIS,01/01/1942,M,S&D,Lietuvos socialdemokratų partija
97197,Italy,Alfredo,PALLONE,13/09/1947,M,PPE,Nuovo Centrodestra
38602,Bulgaria,Vladko Todorov,PANAYOTOV,07/05/1950,M,ALDE,Movement for Rights and Freedoms
28365,Italy,Pier Antonio,PANZERI,06/06/1955,M,S&D,Partito Democratico
28572,Greece,Georgios,PAPASTAMKOS,05/03/1955,M,PPE,Nea Demokratia
96948,France,Gilles,PARGNEAUX,24/03/1957,M,S&D,Parti socialiste
96654,Slovakia,Jaroslav,PAŠKA,20/06/1954,M,EFD,Slovenská národná strana
96902,Portugal,Maria do Céu,PATRÃO NEVES,26/04/1959,F,PPE,Partido Social Democrata
36392,Italy,Aldo,PATRICIELLO,27/09/1957,M,PPE,Forza Italia
4270,Sweden,Marit,PAULSEN,24/11/1939,F,ALDE,Folkpartiet liberalerna
23693,Slovenia,Alojz,PETERLE,05/07/1948,M,PPE,Nova Slovenija - Krščanska ljudska stranka
28341,Poland,Mirosław,PIOTROWSKI,09/01/1966,M,ECR,Prawo i Sprawiedliwość
2307,Austria,Hubert,PIRKER,03/10/1948,M,PPE,Österreichische Volkspartei
4436,Italy,Gianni,PITTELLA,19/11/1958,M,S&D,Partito Democratico
39317,Greece,Anni,PODIMATA,08/10/1962,F,S&D,Panhellenic Socialist Movement
2229,Germany,Bernd,POSSELT,04/06/1956,M,PPE,Christlich-Soziale Union in Bayern e.V.
1253,Germany,Hans-Gert,PÖTTERING,15/09/1945,M,PPE,Christlich Demokratische Union Deutschlands
28370,Italy,Vittorio,PRODI,19/05/1937,M,S&D,Partito Democratico
23782,Poland,Jacek,PROTASIEWICZ,05/06/1967,M,PPE,Platforma Obywatelska
96994,Italy,Fiorello,PROVERA,31/03/1946,M,EFD,Lega Nord
1055,Germany,Godelieve,QUISTHOUDT-ROWOHL,18/06/1947,F,PPE,Christlich Demokratische Union Deutschlands
23706,Czech Republic,Miloslav,RANSDORF,15/02/1953,M,GUE/NGL,Komunistická strana Čech a Moravy
1906,Germany,Bernhard,RAPKAY,08/01/1951,M,S&D,Sozialdemokratische Partei Deutschlands
28330,Czech Republic,Vladimír,REMEK,26/09/1948,M,GUE/NGL,Komunistická strana Čech a Moravy
28225,Germany,Herbert,REUL,31/08/1952,M,PPE,Christlich Demokratische Union Deutschlands
28349,Spain,Teresa,RIERA MADURELL,13/10/1950,F,S&D,Partido Socialista Obrero Español
4253,Belgium,Frédérique,RIES,14/05/1959,F,ALDE,Mouvement Réformateur
96743,France,Michèle,RIVASI,09/02/1953,F,Verts/ALE,Europe Écologie
97199,Italy,Crescenzio,RIVELLINI,09/07/1955,M,PPE,Forza Italia
93624,Germany,Ulrike,RODUST,04/06/1949,F,S&D,Sozialdemokratische Partei Deutschlands
28352,Czech Republic,Zuzana,ROITHOVÁ,30/01/1953,F,PPE,Křesťanská a demokratická unie - Československá strana lidová
96990,Spain,Carmen,ROMERO LÓPEZ,15/11/1946,F,S&D,Partido Socialista Obrero Español
28409,Spain,Raül,ROMEVA i RUEDA,12/03/1971,M,Verts/ALE,Iniciativa per Catalunya Verds
96664,Denmark,Anna,ROSBACH,02/02/1947,F,ECR,Løsgænger
97196,Italy,Oreste,ROSSI,24/03/1964,M,PPE,-
1183,Germany,Dagmar,ROTH-BEHRENDT,21/02/1953,F,S&D,Sozialdemokratische Partei Deutschlands
23707,Czech Republic,Libor,ROUČEK,04/09/1954,M,S&D,Česká strana sociálně demokratická
2278,Austria,Paul,RÜBIG,06/05/1953,M,PPE,Österreichische Volkspartei
96988,Latvia,Alfreds,RUBIKS,24/09/1935,M,GUE/NGL,"Politisko partiju apvienība ""Saskaņas centrs"""
4294,Germany,Heide,RÜHLE,05/11/1948,F,Verts/ALE,Bündnis 90/Die Grünen
4345,France,Tokia,SAÏFI,11/07/1959,F,PPE,Union pour un Mouvement Populaire
2002,Spain,José Ignacio,SALAFRANCA SÁNCHEZ-NEYRA,31/05/1955,M,PPE,Partido Popular
33989,Romania,Daciana Octavia,SÂRBU,15/01/1977,F,S&D,Partidul Social Democrat
4423,Italy,Amalia,SARTORI,02/08/1947,F,PPE,Forza Italia
28297,Poland,Jacek,SARYUSZ-WOLSKI,19/09/1948,M,PPE,Platforma Obywatelska
96864,Italy,David-Maria,SASSOLI,30/05/1956,M,S&D,Partito Democratico
37312,Denmark,Christel,SCHALDEMOSE,04/08/1967,F,S&D,Socialdemokratiet
28139,Sweden,Carl,SCHLYTER,07/01/1968,M,Verts/ALE,Miljöpartiet de gröna
4274,Sweden,Olle,SCHMIDT,22/07/1949,M,ALDE,Folkpartiet liberalerna
1930,Germany,Horst,SCHNELLHARDT,12/05/1946,M,PPE,Christlich Demokratische Union Deutschlands
96646,Germany,Helmut,SCHOLZ,21/06/1954,M,GUE/NGL,DIE LINKE.
28135,Hungary,György,SCHÖPFLIN,24/11/1939,M,PPE,Fidesz-Magyar Polgári Szövetség-Keresztény Demokrata Néppárt
1933,Germany,Elisabeth,SCHROEDTER,11/03/1959,F,Verts/ALE,Bündnis 90/Die Grünen
1911,Germany,Martin,SCHULZ,20/12/1955,M,S&D,Sozialdemokratische Partei Deutschlands
28223,Germany,Andreas,SCHWAB,09/04/1973,M,PPE,Christlich Demokratische Union Deutschlands
96996,Italy,Giancarlo,SCOTTÀ,11/04/1953,M,EFD,Lega Nord
28252,Austria,Richard,SEEBER,15/01/1962,M,PPE,Österreichische Volkspartei
96789,Poland,Joanna,SENYSZYN,01/02/1949,F,S&D,Sojusz Lewicy Demokratycznej
33990,Romania,Adrian,SEVERIN,28/03/1954,M,NA/NI,Partidul Social Democrat
23787,Poland,Czesław Adam,SIEKIERSKI,08/10/1952,M,PPE,Polskie Stronnictwo Ludowe
96755,Italy,Sergio Paolo Francesco,SILVESTRIS,22/12/1973,M,PPE,Forza Italia
1309,United Kingdom,Brian,SIMPSON,06/02/1953,M,S&D,Labour Party
96960,United Kingdom,Nicole,SINCLAIRE,26/07/1968,F,NA/NI,We Demand a Referendum
96932,Germany,Birgit,SIPPEL,29/01/1960,F,S&D,Sozialdemokratische Partei Deutschlands
28380,Poland,Marek,SIWIEC,13/03/1955,M,S&D,-
2081,United Kingdom,Peter,SKINNER,01/06/1959,M,S&D,Labour Party
28508,United Kingdom,Alyn,SMITH,15/09/1973,M,Verts/ALE,Scottish National Party
39724,Romania,Csaba,SÓGOR,12/05/1964,M,PPE,Uniunea Democrată Maghiară din România
4282,Germany,Renate,SOMMER,10/09/1958,F,PPE,Christlich Demokratische Union Deutschlands
37676,Denmark,Søren Bo,SØNDERGAARD,16/08/1955,M,GUE/NGL,Folkebevægelsen mod EU
28299,Poland,Bogusław,SONIK,03/12/1953,M,PPE,Platforma Obywatelska
97170,Spain,Francisco,SOSA WAGNER,10/06/1946,M,NA/NI,"Unión, Progreso y Democracia"
997,Italy,Francesco Enrico,SPERONI,04/10/1946,M,EFD,Lega Nord
4751,Belgium,Bart,STAES,07/08/1958,M,Verts/ALE,Groen
96905,Netherlands,Laurence,J.A.J. STASSEN,08/02/1971,F,NA/NI,Partij voor de Vrijheid
28170,Slovakia,Peter,ŠŤASTNÝ,18/09/1956,M,PPE,Slovenská demokratická a kresťanská únia - Demokratická strana
4546,United Kingdom,Struan,STEVENSON,04/04/1948,M,ECR,Conservative Party
4545,United Kingdom,Catherine,STIHLER,30/07/1973,F,S&D,Labour Party
96946,Netherlands,Daniël van der,STOEP,12/09/1980,M,NA/NI,Artikel 50
34254,Bulgaria,Dimitar,STOYANOV,17/05/1983,M,NA/NI,National-Democratic Party
2037,United Kingdom,Robert,STURDY,22/06/1944,M,ECR,Conservative Party
23820,Hungary,László,SURJÁN,07/09/1941,M,PPE,Fidesz-Magyar Polgári Szövetség-Keresztény Demokrata Néppárt
2295,Austria,Hannes,SWOBODA,10/11/1946,M,S&D,Sozialdemokratische Partei Österreichs
23821,Hungary,József,SZÁJER,07/09/1961,M,PPE,Fidesz-Magyar Polgári Szövetség-Keresztény Demokrata Néppárt
28358,Poland,Konrad,SZYMAŃSKI,06/12/1969,M,ECR,Prawo i Sprawiedliwość
23808,Hungary,Csaba Sándor,TABAJDI,26/06/1952,M,S&D,Magyar Szocialista Párt
28316,Finland,Hannu,TAKKULA,20/11/1963,M,ALDE,Suomen Keskusta
4521,United Kingdom,Charles,TANNOCK,25/09/1957,M,ECR,Conservative Party
29579,Belgium,Marc,TARABELLA,11/03/1963,M,S&D,Parti Socialiste
1945,Italy,Salvatore,TATARELLA,11/10/1947,M,PPE,Futuro e Libertà per l'Italia
96821,Portugal,Rui,TAVARES,29/07/1972,M,Verts/ALE,Independente
102931,United Kingdom,Keith,TAYLOR,01/08/1953,M,Verts/ALE,Green Party
107385,Finland,Sampo,TERHO,20/09/1977,M,EFD,Perussuomalaiset
25704,Cyprus,Eleni,THEOCHAROUS,24/06/1953,F,PPE,Democratic Rally
28153,Denmark,Britta,THOMSEN,23/01/1954,F,S&D,Socialdemokratiet
1832,Belgium,Marianne,THYSSEN,24/07/1956,F,PPE,Christen-Democratisch & Vlaams
36281,Romania,Silvia-Adriana,ŢICĂU,14/11/1970,F,S&D,Partidul Social Democrat
28340,Italy,Patrizia,TOIA,17/03/1950,F,S&D,Partito Democratico
39726,Romania,László,TŐKÉS,01/04/1952,M,PPE,-
96697,Lithuania,Valdemar,TOMAŠEVSKI,03/03/1965,M,ECR,Lietuvos lenkų rinkimų akcija
96713,Czech Republic,Evžen,TOŠENOVSKÝ,26/02/1956,M,ECR,Občanská demokratická strana
28584,Greece,Georgios,TOUSSAS,08/09/1954,M,GUE/NGL,Communist Party of Greece
1129,France,Catherine,TRAUTMANN,15/01/1951,F,S&D,Parti socialiste
110987,Italy,Gino,TREMATERRA,03/09/1940,M,PPE,Unione dei Democratici cristiani e dei Democratici di Centro
97203,Spain,Ramon,TREMOSA i BALCELLS,30/06/1965,M,ALDE,Convergència Democràtica de Catalunya
28514,Cyprus,Kyriacos,TRIANTAPHYLLIDES,03/09/1944,M,GUE/NGL,Progressive Party of Working People - Left - New Forces
28240,Germany,Helga,TRÜPEL,21/07/1958,F,Verts/ALE,Bündnis 90/Die Grünen
96773,Poland,Rafał,TRZASKOWSKI,17/01/1972,M,PPE,Platforma Obywatelska
96898,Greece,Ioannis,A. TSOUKALAS,03/07/1941,M,PPE,Nea Demokratia
4432,Luxembourg,Claude,TURMES,26/11/1960,M,Verts/ALE,Déi Gréng - Les Verts
96672,Sweden,Marita,ULVSKOG,04/09/1951,F,S&D,Arbetarepartiet- Socialdemokraterna
96835,Romania,Traian,UNGUREANU,01/03/1958,M,PPE,Partidul Democrat-Liberal
38601,Bulgaria,Vladimir,URUTCHEV,01/10/1954,M,PPE,Citizens for European Development of Bulgaria
96845,Romania,Corneliu,VADIM TUDOR,28/11/1949,M,NA/NI,Partidul România Mare
28617,Latvia,Inese,VAIDERE,03/09/1952,F,PPE,Vienotība
37324,Romania,Adina-Ioana,VĂLEAN,16/02/1968,F,ALDE,Partidul Naţional Liberal
5729,Belgium,Kathleen,VAN BREMPT,18/11/1969,F,S&D,Socialistische Partij.Anders
1956,Belgium,Frank,VANHECKE,30/05/1959,M,EFD,Onafhankelijk
4513,United Kingdom,Geoffrey,VAN ORDEN,10/04/1945,M,ECR,Conservative Party
4398,Italy,Gianni,VATTIMO,04/01/1936,M,ALDE,Italia dei Valori - Lista Di Pietro (Indipendente)
4308,Spain,Alejo,VIDAL-QUADRAS,20/05/1945,M,PPE,Partido Popular
2212,France,Philippe de,VILLIERS,25/03/1949,M,EFD,Mouvement pour la France
28323,Czech Republic,Oldřich,VLASÁK,26/11/1955,M,ECR,Občanská demokratická strana
5737,France,Dominique,VLASTO,14/08/1946,F,PPE,Union pour un Mouvement Populaire
96761,Germany,Axel,VOSS,07/04/1963,M,PPE,Christlich Demokratische Union Deutschlands
2155,United Kingdom,Sir Graham,WATSON,23/03/1956,M,ALDE,Liberal Democrats Party
2319,France,Henri,WEBER,24/06/1944,M,S&D,Parti socialiste
28229,Germany,Manfred,WEBER,14/07/1972,M,PPE,Christlich-Soziale Union in Bayern e.V.
39713,Romania,Renate,WEBER,03/08/1955,F,ALDE,Partidul Naţional Liberal
1907,Germany,Barbara,WEILER,17/09/1946,F,S&D,Sozialdemokratische Partei Deutschlands
97016,Austria,Angelika,WERTHMANN,07/11/1963,F,ALDE,-
28130,Sweden,Åsa,WESTLUND,19/05/1976,F,S&D,Arbetarepartiet- Socialdemokraterna
2323,Germany,Rainer,WIELAND,19/02/1957,M,PPE,Christlich Demokratische Union Deutschlands
96677,Sweden,Cecilia,WIKSTRÖM,17/10/1965,F,ALDE,Folkpartiet liberalerna
35743,United Kingdom,Glenis,WILLMOTT,04/03/1951,F,S&D,Labour Party
23784,Poland,Janusz,WOJCIECHOWSKI,06/12/1954,M,ECR,Prawo i Sprawiedliwość
28167,Netherlands,Corien,WORTMANN-KOOL,27/06/1959,F,PPE,Christen Democratisch Appèl
28278,Spain,Luis,YÁÑEZ-BARNUEVO GARCÍA,12/04/1943,M,S&D,Partido Socialista Obrero Español
23894,Slovakia,Anna,ZÁBORSKÁ,07/06/1948,F,PPE,Kresťanskodemokratické hnutie
23712,Czech Republic,Jan,ZAHRADIL,20/03/1963,M,ECR,Občanská demokratická strana
96778,Poland,Artur,ZASADA,05/06/1969,M,ECR,Polska Razem Jarosława Gowina
28619,Latvia,Tatjana,ŽDANOKA,08/05/1950,F,Verts/ALE,Par cilvēka tiesībām vienotā Latvijā
96762,Germany,Joachim,ZELLER,01/07/1952,M,PPE,Christlich Demokratische Union Deutschlands
96784,Poland,Janusz Władysław,ZEMKE,24/02/1949,M,S&D,Sojusz Lewicy Demokratycznej
28615,Latvia,Roberts,ZĪLE,20/06/1958,M,ECR,Tēvzemei un Brīvībai/LNNK
28248,Germany,Gabriele,ZIMMER,07/05/1955,F,GUE/NGL,DIE LINKE.
28301,Poland,Tadeusz,ZWIEFKA,28/12/1954,M,PPE,Platforma Obywatelska
72775,France,Rachida,DATI,27/11/1965,F,PPE,Union pour un Mouvement Populaire
28215,France,Jacky,HÉNIN,12/11/1960,M,GUE/NGL,Front de gauche pour changer d’Europe
111011,United Kingdom,Anthea,McINTYRE,29/06/1954,F,ECR,Conservative Party
28224,Germany,Markus,PIEPER,15/05/1963,M,PPE,Christlich Demokratische Union Deutschlands
111033,Latvia,Kārlis,ŠADURSKIS,11/10/1959,M,PPE,Vienotība
97308,Estonia,Vilja,SAVISAAR-TOOMAST,15/08/1962,F,ALDE,Eesti Reformierakond
96824,Romania,Monica Luisa,MACOVEI,04/02/1959,F,PPE,Partidul Democrat-Liberal
58758,Italy,Elisabetta,GARDINI,03/06/1956,F,PPE,Forza Italia
97017,Austria,Ulrike,LUNACEK,26/05/1957,F,Verts/ALE,Die Grünen - Die Grüne Alternative
1059,Germany,Hiltrud,BREYER,22/08/1957,F,Verts/ALE,Bündnis 90/Die Grünen
23805,Hungary,Zita,GURMAI,01/06/1965,F,S&D,Magyar Szocialista Párt
96728,Germany,Barbara,LOCHBIHLER,20/05/1959,F,Verts/ALE,Bündnis 90/Die Grünen
112748,Croatia,Biljana,BORZAN,29/11/1971,F,S&D,Socijaldemokratska partija Hrvatske
107973,Finland,Tarja,CRONBERG,29/06/1943,F,Verts/ALE,Vihreä liitto
119438,Croatia,Zdravka,BUŠIĆ,06/09/1950,F,PPE,Hrvatska demokratska zajednica
112755,Croatia,Andrej,PLENKOVIĆ,08/04/1970,M,PPE,Hrvatska demokratska zajednica
119434,Croatia,Dubravka,ŠUICA,20/05/1957,F,PPE,Hrvatska demokratska zajednica
119431,Croatia,Ruža,TOMAŠIĆ,10/05/1958,F,ECR,Hrvatska stranka prave dr. Ante Starčević
112760,Croatia,Nikola,VULJANIĆ,25/06/1949,M,GUE/NGL,Hrvatski laburisti - stranka rada
28390,Spain,Pilar del,CASTILLO VERA,31/07/1952,F,PPE,Partido Popular
96987,Spain,Ricardo,CORTÉS LASTRA,23/09/1969,M,S&D,Partido Socialista Obrero Español
107041,Austria,Heinz,K. BECKER,29/06/1950,M,PPE,Österreichische Volkspartei
96842,Germany,Ismail,ERTUG,05/12/1975,M,S&D,Sozialdemokratische Partei Deutschlands
96818,Italy,Salvatore,IACOLINO,18/11/1963,M,PPE,Forza Italia
96781,Poland,Danuta,JAZŁOWIECKA,19/05/1957,F,PPE,Platforma Obywatelska
96823,Romania,Petru Constantin,LUHAN,19/03/1977,M,PPE,Partidul Democrat-Liberal
118859,Malta,Roberta,METSOLA,18/01/1979,F,PPE,Partit Nazzjonalista
96890,Italy,Mario,PIRILLO,11/09/1945,M,S&D,Partito Democratico
28300,Poland,Zbigniew,ZALESKI,29/04/1947,M,PPE,Platforma Obywatelska
