epid,firstname,lastname,active,start,end,birthdate,country,gender,eugroup,party,email,twitter,term,voteid,ep2024
197448,Rasmus,ANDRESEN,1,2019-07-02,,1986-02-20,de,,Greens/EFA,Bündnis 90/Die Grünen,,,9,6845,qhe
197447,Irena,JOVEVA,1,2019-07-02,,1989-02-26,si,,Renew,Gibanje Svoboda,,,9,6844,zp6
197446,Milan,BRGLEZ,1,2019-07-02,,1967-09-01,si,,S&D,Socialni demokrati,,,9,6843,wjt
197445,Moritz,KÖRNER,1,2019-07-02,,1990-08-03,de,,Renew,Freie Demokratische Partei,,,9,6842,s4y1
197444,Svenja,HAHN,1,2019-07-02,,1989-07-25,de,,Renew,Freie Demokratische Partei,,,9,6841,w4xz
197443,Andreas,GLÜCK,1,2019-07-02,,1975-03-08,de,,Renew,Freie Demokratische Partei,,,9,6840,u4y0
197441,Predrag Fred,MATIĆ,1,2019-07-02,,1962-06-02,hr,,S&D,Socijaldemokratska partija Hrvatske,,,9,6839,rqt
197440,Delara,BURKHARDT,1,2019-07-02,,1992-11-03,de,,S&D,Sozialdemokratische Partei Deutschlands,,,9,6838,v4v1
197439,Damian,BOESELAGER,1,2019-07-02,,1988-03-08,de,,Greens/EFA,Volt,,,9,6837,j4wp
197438,Mislav,KOLAKUŠIĆ,1,2019-07-02,,1969-09-15,hr,,NA,-,,,9,6836,ups
197437,Nicola,BEER,1,2019-07-02,2023-12-31,1970-01-23,de,,Renew,Freie Demokratische Partei,,,9,6835,
197436,Helmut,GEUKING,1,2019-07-02,2024-02-04,1964-01-16,de,,EPP,Familien-Partei Deutschlands,,,9,6834,32dq
197435,Gabriele,BISCHOFF,1,2019-07-02,,1961-01-04,de,,S&D,Sozialdemokratische Partei Deutschlands,,,9,6833,z4uz
197434,Martin,BUSCHMANN,1,2019-07-02,,1970-04-17,de,,NA,Independent,,,9,6832,
197433,Katarina,BARLEY,1,2019-07-02,,1968-11-19,de,,S&D,Sozialdemokratische Partei Deutschlands,,,9,6831,c4ut
197432,Jan-Christoph,OETJEN,1,2019-07-02,,1978-02-21,de,,Renew,Freie Demokratische Partei,,,9,6830,q4y2
197431,Patrick,BREYER,1,2019-07-02,,1977-04-29,de,,Greens/EFA,Piratenpartei Deutschland,,,9,6829,
197430,Engin,EROGLU,1,2019-07-02,,1982-02-12,de,,Renew,Freie Wähler,,,9,6828,64xu
197429,Marion,WALSMANN,1,2019-07-02,,1963-03-17,de,,EPP,Christlich Demokratische Union Deutschlands,,,9,6827,huc
197428,Nicolas,SCHMIT,1,2019-07-02,2019-11-30,,lu,,S&D,Parti ouvrier socialiste luxembourgeois,,,9,6826,
197427,Marlene,MORTLER,1,2019-07-02,,1955-10-16,de,,EPP,Christlich-Soziale Union in Bayern e.V.,,,9,6825,
197426,Sven,SIMON,1,2019-07-02,,1978-10-09,de,,EPP,Christlich Demokratische Union Deutschlands,,,9,6824,9sz
197425,Ralf,SEEKATZ,1,2019-07-02,,1972-11-10,de,,EPP,Christlich Demokratische Union Deutschlands,,,9,6823,jsv
197423,Nico,SEMSROTT,1,2019-07-02,,1986-03-11,de,,Greens/EFA,Independent,,,9,6822,
197422,Christine,SCHNEIDER,1,2019-07-02,,1972-06-05,de,,EPP,Christlich Demokratische Union Deutschlands,,,9,6821,msu
197421,Isabel,WISELER-LIMA,1,2019-07-02,,1961-12-29,lu,,EPP,Parti chrétien social luxembourgeois,,,9,6820,
197420,Kris,PEETERS,1,2019-07-02,2021-01-11,1962-05-18,be,,EPP,Christen-Democratisch & Vlaams,,,9,6819,
197419,Valter,FLEGO,1,2019-07-02,,1972-08-15,hr,,Renew,Istarski demokratski sabor - Dieta democratica istriana,,,9,6818,jmf
197418,Monica,SEMEDO,1,2019-07-02,,1984-06-15,lu,,Renew,Fokus,,,9,6817,
197417,Tomislav,SOKOL,1,2019-07-02,,1982-09-20,hr,,EPP,Hrvatska demokratska zajednica,,,9,6816,xt5
197416,Giorgos,GEORGIOU,1,2019-07-02,,1963-04-09,cy,,GUE/NGL,Progressive Party of Working People - Left - New Forces,,,9,6815,hmy
197415,Niyazi,KIZILYÜREK,1,2019-07-02,,1959-12-07,cy,,GUE/NGL,Progressive Party of Working People - Left - New Forces,,,9,6814,8pj
197414,Loucas,FOURLAS,1,2019-07-02,,1969-08-21,cy,,EPP,Democratic Rally,,,9,6813,v24y
197413,Karlo,RESSLER,1,2019-07-02,,1989-12-26,hr,,EPP,Hrvatska demokratska zajednica,,,9,6812,ws6
197412,Niclas,HERBST,1,2019-07-02,,1973-02-28,de,,EPP,Christlich Demokratische Union Deutschlands,,,9,6811,vns
197410,Stefan,BERGER,1,2019-07-02,,1969-09-15,de,,EPP,Christlich Demokratische Union Deutschlands,,,9,6809,64ud
197408,Hildegard,BENTELE,1,2019-07-02,,1976-05-22,de,,EPP,Christlich Demokratische Union Deutschlands,,,9,6807,cj2
197406,Arba,KOKALARI,1,2019-07-02,,1986-11-27,se,,EPP,Moderaterna,,,9,6805,0pp
197405,Jörgen,WARBORN,1,2019-07-02,,1969-01-23,se,,EPP,Moderaterna,,,9,6804,fud
197404,Jessica,POLFJÄRD,1,2019-07-02,,1971-05-27,se,,EPP,Moderaterna,,,9,6803,brz
197403,Alex,AGIUS SALIBA,1,2019-07-02,,1988-01-31,mt,,S&D,Partit Laburista,,,9,6802,4h6
197402,Tomas,TOBÉ,1,2019-07-02,,1978-02-16,se,,EPP,Moderaterna,,,9,6801,2tk
197401,Karin,KARLSBRO,1,2019-07-02,,1970-09-23,se,,Renew,Liberalerna,,,9,6800,gpf
197400,Abir,AL-SAHLANI,1,2019-07-02,,1976-05-18,se,,Renew,Centerpartiet,,,9,6799,
197399,Jessica,STEGRUD,1,2019-07-02,2022-09-25,1970-09-27,se,,ECR,Sverigedemokraterna,,,9,6798,
197398,Pär,HOLMGREN,1,2019-07-02,,1964-10-24,se,,Greens/EFA,Miljöpartiet de gröna,,,9,6797,mnw
197396,Erik,BERGKVIST,1,2019-07-02,2024-02-20,1965-05-01,se,,S&D,Arbetarepartiet- Socialdemokraterna,,,9,6796,
197395,Alice,KUHNKE,1,2019-07-02,,1971-12-21,se,,Greens/EFA,Miljöpartiet de gröna,,,9,6795,p1mc
197394,Josianne,CUTAJAR,1,2019-07-02,,1989-12-27,mt,,S&D,Partit Laburista,,,9,6794,
197393,David,LEGA,1,2019-07-02,,1973-10-12,se,,EPP,Kristdemokraterna,,,9,6793,
197392,Evin,INCIR,1,2019-07-02,,1984-06-15,se,,S&D,Arbetarepartiet- Socialdemokraterna,,,9,6792,cp0
197391,Heléne,FRITZON,1,2019-07-02,,1960-09-29,se,,S&D,Arbetarepartiet- Socialdemokraterna,,,9,6791,6mm
197390,Sara,SKYTTEDAL,1,2019-07-02,,1986-08-06,se,,EPP,Independent,,,9,6790,
193419,Christophe,HANSEN,1,2019-07-02,2023-10-23,1982-02-21,lu,,EPP,Parti chrétien social luxembourgeois,,,9,6777,s3rp
193292,Tilly,METZ,1,2019-07-02,,1967-05-26,lu,,Greens/EFA,Déi Gréng - Les Verts,,,9,6776,8d6
193273,Romeo,FRANZ,1,2019-07-02,,1966-10-28,de,,Greens/EFA,Bündnis 90/Die Grünen,,,9,6775,
192635,Danilo Oscar,LANCINI,1,2019-07-02,,1965-10-15,it,,ID,Lega,,,9,6771,
192634,Giuseppe,FERRANDINO,1,2019-07-02,,1963-03-21,it,,Renew,Azione,,,9,6770,z9d
191693,Elsi,KATAINEN,1,2019-07-02,,1966-12-17,fi,,Renew,Suomen Keskusta,,,9,6766,19c
190774,Geoffroy,DIDIER,1,2019-07-02,,1976-04-12,fr,,EPP,Les Républicains,,,9,6762,4b9
190713,Lukas,MANDL,1,2019-07-02,,1979-07-12,at,,EPP,Österreichische Volkspartei,,,9,6761,ubf
190519,Caroline,NAGTEGAAL,1,2019-07-02,,1980-06-01,nl,,Renew,Volkspartij voor Vrijheid en Democratie,,,9,6760,
190518,Jörg,MEUTHEN,1,2019-07-02,,1961-06-29,de,,NA,Independent,,,9,6759,
190517,Martin,SCHIRDEWAN,1,2019-07-02,,1975-07-12,de,,GUE/NGL,DIE LINKE.,,,9,6758,39b
190464,Thomas,WAITZ,1,2020-02-01,,1973-05-16,at,,Greens/EFA,Die Grünen - Die Grüne Alternative,,,9,6757,5-99
190099,Rory,PALMER,1,2019-07-02,2020-01-31,,gb,,S&D,Labour Party,,,9,6756,
189525,Asim,ADEMOV,1,2019-07-02,,1968-12-03,bg,,EPP,Citizens for European Development of Bulgaria,,,9,6755,7-98
189391,Baroness Nosheena,MOBARIK,1,2019-07-02,2020-01-31,,gb,,ECR,Conservative Party,,,9,6752,
189065,France,JAMET,1,2019-07-02,,1961-02-05,fr,,ID,Rassemblement national,,,9,6751,dd4
188945,Dennis,RADTKE,1,2019-07-02,,1979-04-29,de,,EPP,Christlich Demokratische Union Deutschlands,,,9,6750,78s
188733,Jonathan,BULLOCK,1,2019-07-02,2020-01-31,,gb,,NI,The Brexit Party,,,9,6748,
188636,John,HOWARTH,1,2019-07-02,2020-01-31,,gb,,S&D,Labour Party,,,9,6745,
187917,Marc,BOTENGA,1,2019-07-02,,1980-12-29,be,,GUE/NGL,Parti du Travail de Belgique,,,9,6873,6jn
185974,Jordi,SOLÉ,1,2020-01-03,,1976-10-26,es,,Greens/EFA,Esquerra Republicana de Catalunya,,,9,6738,8b7
185771,Tom,VANDENDRIESSCHE,1,2019-07-02,,1978-10-27,be,,ID,Vlaams Belang,,,9,7234,bty
185619,Tiemo,WÖLKEN,1,2019-07-02,,1985-12-05,de,,S&D,Sozialdemokratische Partei Deutschlands,,,9,6735,0bc
185341,Željana,ZOVKO,1,2019-07-02,,1970-03-25,hr,,EPP,Hrvatska demokratska zajednica,,,9,6734,r8h
183916,Alexandra,GEESE,1,2019-07-02,,1968-07-01,de,,Greens/EFA,Bündnis 90/Die Grünen,,,9,6853,05-68
183793,Angelo,CIOCCA,1,2019-07-02,,1975-06-28,it,,ID,Lega,,,9,6731,ben
183338,Jakop G.,DALUNDE,1,2020-02-01,,1984-02-02,se,,Greens/EFA,Miljöpartiet de gröna,,,9,6730,38u
182995,Annika,BRUNA,1,2019-07-02,,1956-11-26,fr,,ID,Rassemblement national,,,9,7076,qjw
136236,João,PIMENTA LOPES,1,2021-07-06,,1980-04-12,pt,,GUE/NGL,Partido Comunista Português,,,9,6727,
135511,Valérie,HAYER,1,2019-07-02,,1986-04-06,fr,,Renew,Renaissance,,,9,6959,1np
134605,Ramona,STRUGARIU,1,2019-07-02,,1979-08-06,ro,,Renew,Reînnoim Proiectul European al României,,,9,7058,mtb
132366,Pirkko,RUOHONEN-LERNER,1,2023-04-12,,1957-02-06,fi,,ECR,Perussuomalaiset,,,9,6718,6b8
132191,Gunnar,BECK,1,2019-07-02,,1965-05-01,de,,ID,Alternative für Deutschland,,,9,6874,rhw
131580,Jordan,BARDELLA,1,2019-07-02,,1995-09-13,fr,,ID,Rassemblement national,,,9,6988,3hq
131507,Miguel,URBÁN CRESPO,1,2019-07-02,,1980-03-26,es,,GUE/NGL,ANTICAPITALISTAS,,,9,6715,
130833,Stelios,KOULOGLOU,1,2019-07-02,,1953-02-27,gr,,GUE/NGL,New Left,,,9,6713,
130256,Dace,MELBĀRDE,1,2019-07-02,,1971-04-03,lv,,EPP,"Partija ""VIENOTĪBA""",,,9,7173,
130100,Hilde,VAUTMANS,1,2019-07-02,,1972-05-02,be,,Renew,Open Vlaamse Liberalen en Democraten,,,9,6710,9-97
129164,Tom,VANDENKENDELAERE,1,2021-01-25,,1984-09-02,be,,EPP,Christen-Democratisch & Vlaams,,,9,6706,
129073,Urmas,PAET,1,2019-07-02,,1974-04-20,ee,,Renew,Eesti Reformierakond,,,9,6705,ydc
128483,Markus,BUCHHEIT,1,2019-07-02,,1983-08-11,de,,ID,Alternative für Deutschland,,,9,6876,kjy
127096,Domènec,RUIZ DEVESA,1,2019-07-02,,1978-03-03,es,,S&D,Partido Socialista Obrero Español,,,9,7128,
126644,Jordi,CAÑAS,1,2019-07-02,,1969-12-12,es,,Renew,Ciudadanos – Partido de la Ciudadanía,,,9,6973,8k3
125706,Jiří,POSPÍŠIL,1,2019-07-02,,1975-11-24,cz,,EPP,TOP 09 a Starostové,,,9,6700,
125670,Massimiliano,SALINI,1,2019-07-02,,1973-03-11,it,,EPP,Forza Italia,,,9,6698,vfv
125237,Marco,ZULLO,1,2019-07-02,,1978-10-29,it,,Renew,Independent,,,9,6695,
125214,Bronis,ROPĖ,1,2019-07-02,,1955-04-14,lt,,Greens/EFA,Lietuvos valstiečių ir žaliųjų sąjunga,,,9,6694,
125128,Iskra,MIHAYLOVA,1,2019-07-02,,1957-09-07,bg,,Renew,Movement for Rights and Freedoms,,,9,6690,
125110,Nikos,ANDROULAKIS,1,2019-07-02,2023-05-02,1979-02-07,gr,,S&D,PASOK-KINAL,,,9,6687,
125109,Eva,KAILI,1,2019-07-02,,1978-10-26,gr,,NA,Independent,,,9,6686,
125106,Johan,VAN OVERTVELDT,1,2019-07-02,,1955-08-24,be,,ECR,Nieuw-Vlaamse Alliantie,,,9,6683,h84
125104,Romana,TOMC,1,2019-07-02,,1965-11-02,si,,EPP,Slovenska demokratska stranka,,,9,6681,g94
125093,Kostas,PAPADAKIS,1,2019-07-02,,1975-04-18,gr,,NA,Communist Party of Greece,,,9,6676,1g8
125068,Manolis,KEFALOGIANNIS,1,2019-07-02,,1959-05-24,gr,,EPP,Nea Demokratia,,,9,6666,2d9
125067,Theodoros,ZAGORAKIS,1,2019-07-02,,1971-10-27,gr,,NA,Independent,,,9,6665,
125065,Elissavet,VOZEMBERG-VRIONIDI,1,2019-07-02,,1956-09-14,gr,,EPP,Nea Demokratia,,,9,6664,uew
125064,Maria,SPYRAKI,1,2019-07-02,,1965-09-11,gr,,EPP,Nea Demokratia,,,9,6663,7fp
125063,Georgios,KYRTSOS,1,2019-07-02,,1952-06-04,gr,,Renew,Independent,,,9,6662,
125046,Jonás,FERNÁNDEZ,1,2019-07-02,,1979-01-08,es,,S&D,Partido Socialista Obrero Español,,,9,6652,
125045,Clara,AGUILERA,1,2019-07-02,,1964-01-03,es,,S&D,Partido Socialista Obrero Español,,,9,6651,
125043,Inma,RODRÍGUEZ-PIÑERO,1,2019-07-02,,1958-01-07,es,,S&D,Partido Socialista Obrero Español,,,9,6649,
125042,Javi,LÓPEZ,1,2019-07-02,,1985-11-11,es,,S&D,Partit dels Socialistes de Catalunya,,,9,6648,
125038,Maite,PAGAZAURTUNDÚA,1,2019-07-02,,1965-02-11,es,,Renew,Delegación Ciudadanos Europeos,,,9,6644,
125030,Annie,SCHREIJER-PIERIK,1,2019-07-02,,1953-02-17,nl,,EPP,Christen Democratisch Appèl,,,9,6636,
125027,Esteban,GONZÁLEZ PONS,1,2019-07-02,2023-08-16,1964-08-21,es,,EPP,Partido Popular,,,9,6632,b4rv
125025,Marcel,de GRAAFF,1,2022-01-20,,1962-04-07,nl,,NA,Forum voor Democratie,,,9,6630,
125023,Anja,HAZEKAMP,1,2019-07-02,,1968-01-21,nl,,GUE/NGL,Partij voor de Dieren,,,9,6628,mbj
125021,Agnes,JONGERIUS,1,2019-07-02,,1960-11-04,nl,,S&D,Partij van de Arbeid,,,9,6624,
125020,Paul,TANG,1,2019-07-02,,1967-04-23,nl,,S&D,Partij van de Arbeid,,,9,6623,
125012,Daniel,BUDA,1,2019-07-02,,1970-01-11,ro,,EPP,Partidul Naţional Liberal,,,9,6617,sgw
125005,Javier,NART,1,2019-07-02,,1947-08-19,es,,Renew,Independiente,,,9,6614,4d8
125004,Franc,BOGOVIČ,1,2019-07-02,,1963-02-02,si,,EPP,Slovenska ljudska stranka,,,9,6613,vgc
125001,Harald,VILIMSKY,1,2019-07-02,,1966-07-22,at,,ID,Freiheitliche Partei Österreichs,,,9,6610,5g6
124996,Peter,LUNDGREN,1,2019-07-02,,1963-02-02,se,,ECR,Sverigedemokraterna,,,9,6608,
124992,Malin,BJÖRK,1,2019-07-02,,1972-05-22,se,,GUE/NGL,Vänsterpartiet,,,9,6604,9e5
124991,Jytte,GUTELAND,1,2019-07-02,2022-09-25,1979-09-16,se,,S&D,Arbetarepartiet- Socialdemokraterna,,,9,6603,
124989,Fredrick,FEDERLEY,1,2019-07-02,2020-12-12,1978-05-06,se,,Renew,Centerpartiet,,,9,6601,
124988,Deirdre,CLUNE,1,2020-02-01,,1959-06-01,ie,,EPP,Fine Gael Party,,,9,6600,rfx
124986,Matt,CARTHY,1,2019-07-02,2020-02-07,,ie,,GUE/NGL,Sinn Féin,,,9,6598,
124985,Luke Ming,FLANAGAN,1,2019-07-02,,1972-01-22,ie,,GUE/NGL,Independent,,,9,6597,fgj
124973,Gerolf,ANNEMANS,1,2019-07-02,,1958-11-08,be,,ID,Vlaams Belang,,,9,6593,9fn
124972,Ernest,URTASUN,1,2019-07-02,2023-11-20,1982-01-27,es,,Greens/EFA,Catalunya en Comú,,,9,6591,z17d
124970,Miriam,DALLI,1,2019-07-02,2020-10-18,1976-05-19,mt,,S&D,Partit Laburista,,,9,6589,
124965,Nathan,GILL,1,2019-07-02,2020-01-31,1973-07-06,gb,,NI,The Brexit Party,,,9,6584,
124963,Julie,WARD,1,2019-07-02,2020-01-31,,gb,,S&D,Labour Party,,,9,6582,
124961,Theresa,GRIFFIN,1,2019-07-02,2020-01-31,,gb,,S&D,Labour Party,,,9,6580,
124953,Jude,KIRTON-DARLING,1,2019-07-02,2020-01-31,,gb,,S&D,Labour Party,,,9,6571,
124952,Seb,DANCE,1,2019-07-02,2020-01-31,,gb,,S&D,Labour Party,,,9,6570,
124942,Molly,SCOTT CATO,1,2019-07-02,2020-01-31,,gb,,Greens/EFA,Green Party,,,9,6560,
124936,Maria,ARENA,1,2019-07-02,,1966-12-17,be,,S&D,Parti Socialiste,,,9,6553,
124934,Monika,VANA,1,2019-07-02,,1969-09-14,at,,Greens/EFA,Die Grünen - Die Grüne Alternative,,,9,6551,
124929,Ivan,ŠTEFANEC,1,2019-07-02,,1961-09-30,sk,,EPP,Kresťanskodemokratické hnutie,,,9,6547,ude
124895,Krzysztof,HETMAN,1,2019-07-02,2023-10-18,1974-06-27,pl,,EPP,Polskie Stronnictwo Ludowe,,,9,6534,
124891,Zdzisław,KRASNODĘBSKI,1,2019-07-02,,1953-04-11,pl,,ECR,Prawo i Sprawiedliwość,,,9,6530,
124887,Karol,KARSKI,1,2019-07-02,,1966-05-13,pl,,ECR,Prawo i Sprawiedliwość,,,9,6525,cfm
124884,Kosma,ZŁOTOWSKI,1,2019-07-02,,1964-01-14,pl,,ECR,Prawo i Sprawiedliwość,,,9,6522,scy
124877,Jadwiga,WIŚNIEWSKA,1,2019-07-02,,1963-07-02,pl,,ECR,Prawo i Sprawiedliwość,,,9,6515,jbk
124875,Anders,VISTISEN,1,2022-11-22,,1987-11-12,dk,,ID,Dansk Folkeparti,,,9,6513,69s
124873,Angel,DZHAMBAZKI,1,2019-07-02,,1979-03-21,bg,,ECR,VMRO,,,9,6511,
124872,Morten,PETERSEN,1,2019-07-02,,1966-09-14,dk,,Renew,Det Radikale Venstre,,,9,6510,
124867,Brando,BENIFEI,1,2019-07-02,,1986-01-01,it,,S&D,Partito Democratico,,,9,6505,nch
124866,Ilhan,KYUCHYUK,1,2019-07-02,,1985-09-16,bg,,Renew,Movement for Rights and Freedoms,,,9,6504,xgb
124862,Ulrike,MÜLLER,1,2019-07-02,,1962-12-07,de,,Renew,Freie Wähler,,,9,6500,
124861,Caterina,CHINNICI,1,2019-07-02,,1954-11-05,it,,EPP,Forza Italia,,,9,6499,3e8
124856,Ignazio,CORRAO,1,2019-07-02,,1984-01-14,it,,Greens/EFA,Independent,,,9,6494,
124852,Sergei,STANISHEV,1,2019-07-02,,1966-05-05,bg,,S&D,Bulgarian Socialist Party,,,9,6490,
124850,Emil,RADEV,1,2019-07-02,,1971-05-26,bg,,EPP,Citizens for European Development of Bulgaria,,,9,6488,6eq
124846,Pina,PICIERNO,1,2019-07-02,,1981-05-10,it,,S&D,Partito Democratico,,,9,6484,1fs
124844,Piernicola,PEDICINI,1,2019-07-02,,1969-05-22,it,,Greens/EFA,Independent,,,9,6482,
124837,Joachim,SCHUSTER,1,2019-07-02,,1962-10-28,de,,S&D,Sozialdemokratische Partei Deutschlands,,,9,6475,
124836,Maria,NOICHL,1,2019-07-02,,1967-01-09,de,,S&D,Sozialdemokratische Partei Deutschlands,,,9,6473,kb2
124835,Rosa,D'AMATO,1,2019-07-02,,1969-03-30,it,,Greens/EFA,Independent,,,9,6472,zbv
124834,Martin,SONNEBORN,1,2019-07-02,,1965-05-15,de,,NA,Die PARTEI,,,9,6471,ref
124833,Laura,FERRARA,1,2019-07-02,,1983-09-11,it,,NA,Movimento 5 Stelle,,,9,6470,
124831,Isabella,ADINOLFI,1,2019-07-02,,1978-03-27,it,,EPP,Forza Italia,,,9,6468,jg0
124828,Fulvio,MARTUSCIELLO,1,2019-07-02,,1968-05-25,it,,EPP,Forza Italia,,,9,6465,sdf
124822,Dietmar,KÖSTER,1,2019-07-02,,1957-01-06,de,,S&D,Sozialdemokratische Partei Deutschlands,,,9,6459,
124821,Nicola,DANTI,1,2023-12-06,,1966-09-06,it,,Renew,Italia Viva – Il Centro,,,9,6458,je1
124818,Klaus,BUCHNER,1,2019-07-02,2020-07-15,,de,,Greens/EFA,Ökologisch-Demokratische Partei,,,9,6455,
124814,Simona,BONAFÈ,1,2019-07-02,2022-10-12,1973-07-12,it,,S&D,Partito Democratico,,,9,6449,
124812,Fabio Massimo,CASTALDO,1,2019-07-02,,1985-09-18,it,,Renew,Azione,,,9,6446,3g7
124809,Sven,SCHULZE,1,2019-07-02,2021-09-28,1979-07-31,de,,EPP,Christlich Demokratische Union Deutschlands,,,9,6443,
124808,Norbert,LINS,1,2019-07-02,,1977-12-22,de,,EPP,Christlich Demokratische Union Deutschlands,,,9,6442,xbw
124807,Jens,GIESEKE,1,2019-07-02,,1971-05-18,de,,EPP,Christlich Demokratische Union Deutschlands,,,9,6441,ngy
124806,David,McALLISTER,1,2019-07-02,,1971-01-12,de,,EPP,Christlich Demokratische Union Deutschlands,,,9,6440,h9m
124802,Siegfried,MUREŞAN,1,2019-07-02,,1981-09-20,ro,,EPP,Partidul Naţional Liberal,,,9,6436,49t
124799,Alessandra,MORETTI,1,2019-07-02,,1973-06-24,it,,S&D,Partito Democratico,,,9,6433,18v
124785,Maria,GRAPINI,1,2019-07-02,,1954-11-07,ro,,S&D,Partidul Social Democrat,,,9,6419,sfe
124784,Dan,NICA,1,2019-07-02,,1960-07-02,ro,,S&D,Partidul Social Democrat,,,9,6418,gfj
124781,Alfred,SANT,1,2019-07-02,,1948-02-28,mt,,S&D,Partit Laburista,,,9,6415,
124780,Marco,ZANNI,1,2019-07-02,,1986-07-11,it,,ID,Lega,,,9,6414,
124779,Eleonora,EVI,1,2019-07-02,2022-10-12,1983-11-20,it,,Greens/EFA,Europa Verde,,,9,6413,
124777,Tiziana,BEGHIN,1,2019-07-02,,1971-02-04,it,,NA,Movimento 5 Stelle,,,9,6411,
124771,Dominique,BILDE,1,2019-07-02,,1953-08-01,fr,,ID,Rassemblement national,,,9,6405,wgu
124770,Jean-François,JALKH,1,2019-07-02,,1957-05-23,fr,,ID,Rassemblement national,,,9,6404,4gq
124766,Petras,AUŠTREVIČIUS,1,2019-07-02,,1963-05-16,lt,,Renew,Lietuvos Respublikos liberalų sąjūdis,,,9,6400,2es
124765,Joëlle,MÉLIN,1,2019-07-02,2022-07-28,1950-03-26,fr,,ID,Rassemblement national,,,9,6399,
124760,Nicolas,BAY,1,2019-07-02,,1977-12-21,fr,,ECR,Reconquête!,,,9,6394,ugv
124747,Pedro,SILVA PEREIRA,1,2019-07-02,,1962-08-15,pt,,S&D,Partido Socialista,,,9,6381,
124739,Carlos,ZORRINHO,1,2019-07-02,,1959-05-28,pt,,S&D,Partido Socialista,,,9,6373,
124738,Gilles,LEBRETON,1,2019-07-02,,1958-10-11,fr,,ID,Rassemblement national,,,9,6372,bgm
124735,Miapetra,KUMPULA-NATRI,1,2019-07-02,,1972-05-19,fi,,S&D,Suomen Sosialidemokraattinen Puolue/Finlands Socialdemokratiska Parti,,,9,6367,
124734,Cláudia,MONTEIRO DE AGUIAR,1,2019-07-02,2024-04-04,1982-04-08,pt,,EPP,Partido Social Democrata,,,9,6366,
124726,Henna,VIRKKUNEN,1,2019-07-02,,1972-06-04,fi,,EPP,Kansallinen Kokoomus,,,9,6356,wcw
124722,Csaba,MOLNÁR,1,2019-07-02,,1975-12-04,hu,,S&D,Demokratikus Koalíció,,,9,6351,ee3
124715,György,HÖLVÉNYI,1,2019-07-02,,1962-06-13,hu,,EPP,Kereszténydemokrata Néppárt,,,9,6346,dgk
124714,Andor,DELI,1,2019-07-02,,1977-05-02,hu,,NA,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,,,9,6345,0gs
124713,Tomáš,ZDECHOVSKÝ,1,2019-07-02,,1979-11-02,cz,,EPP,Křesťanská a demokratická unie - Československá strana lidová,,,9,6344,gbm
124712,Andrea,BOCSKOR,1,2019-07-02,,1978-08-11,hu,,NA,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,,,9,6343,mgg
124710,Michaela,ŠOJDROVÁ,1,2019-07-02,,1963-10-28,cz,,EPP,Křesťanská a demokratická unie - Československá strana lidová,,,9,6341,nez
124709,Martina,DLABAJOVÁ,1,2019-07-02,,1976-07-26,cz,,Renew,Independent,,,9,6340,
124708,Dita,CHARANZOVÁ,1,2019-07-02,,1975-04-30,cz,,Renew,Independent,,,9,6339,
124705,István,UJHELYI,1,2019-07-02,,1975-02-28,hu,,S&D,Esély Közösség,,,9,6336,
124704,Stanislav,POLČÁK,1,2019-07-02,,1980-02-21,cz,,EPP,Starostové a nezávisli,,,9,6335,
124701,Luděk,NIEDERMAYER,1,2019-07-02,,1966-03-13,cz,,EPP,TOP 09 a Starostové,,,9,6332,nb1
124700,Jana,TOOM,1,2019-07-02,,1966-10-15,ee,,Renew,Eesti Keskerakond,,,9,6331,5bs
124696,Andrus,ANSIP,1,2019-07-02,,1956-10-01,ee,,Renew,Eesti Reformierakond,,,9,6327,
124693,Pascal,DURAND,1,2019-07-02,,1960-10-03,fr,,S&D,Liste Renaissance,,,9,6324,hgh
124692,Demetris,PAPADAKIS,1,2019-07-02,,1966-08-22,cy,,S&D,Movement for Social Democracy EDEK,,,9,6323,
124691,Costas,MAVRIDES,1,2019-07-02,,1962-05-27,cy,,S&D,Democratic Party,,,9,6322,
124586,Balázs,HIDVÉGHI,1,2019-07-02,,1970-11-28,hu,,NA,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,,,9,6318,6-89
123562,Charlie,WEIMERS,1,2019-07-02,,1982-11-12,se,,ECR,Sverigedemokraterna,,,9,6808,buf
122978,Alicia,HOMS GINEL,1,2019-07-02,,1993-10-15,es,,S&D,Partido Socialista Obrero Español,,,9,7122,jnx
120478,Martina,MICHELS,1,2019-07-02,,1955-12-01,de,,GUE/NGL,DIE LINKE.,,,9,6310,
119434,Dubravka,ŠUICA,1,2019-07-02,2019-11-30,,hr,,EPP,Hrvatska demokratska zajednica,,,9,6301,
119431,Ruža,TOMAŠIĆ,1,2019-07-02,2021-06-30,1958-05-10,hr,,ECR,Hrvatska konzervativna stranka,,,9,6300,
118949,Ondřej,KOVAŘÍK,1,2019-07-02,,1980-08-21,cz,,Renew,ANO 2011,,,9,6917,cux
118859,Roberta,METSOLA,1,2019-07-02,,1979-01-18,mt,,EPP,Partit Nazzjonalista,,,9,6297,7e6
114268,Nils,TORVALDS,1,2019-07-02,,1945-08-07,fi,,Renew,Svenska folkpartiet,,,9,6281,
